actor.id;condition;SES;actor.age.years;Sex;dist;eq.uneq;Offer;decision;trial;actor.age.months;IQ.percentil;Order;TEORIA DE LA MENTE NIVEL TODOS;Control motor;CONTROL  COGNITIVO 
109;AI;LOW ;8;F;t11.dist;E;E;accept;11;8.41;50;2;BAJO;2; 
109;AI;LOW ;8;F;t12.dist;E;E;accept;12;8.41;50;2;BAJO;2; 
110;AI;LOW ;10;M;t1.dist;E;E;accept;1;10.16;18;1;;2; 
110;AI;LOW ;10;M;t2.dist;E;E;accept;2;10.16;18;1;;2;Alto
110;AI;LOW ;10;M;t3.dist;E;E;accept;3;10.16;18;1;;2;Alto
110;AI;LOW ;10;M;t4.dist;E;E;reject;4;10.16;18;1;;2;Alto
110;AI;LOW ;10;M;t5.dist;E;E;accept;5;10.16;18;1;;2;Alto
110;AI;LOW ;10;M;t6.dist;E;E;accept;6;10.16;18;1;;2;Alto
110;AI;LOW ;10;M;t7.dist;U;AI;accept;7;10.16;18;1;;2;Alto
110;AI;LOW ;10;M;t8.dist;U;AI;reject;8;10.16;18;1;;2;Alto
110;AI;LOW ;10;M;t9.dist;U;AI;accept;9;10.16;18;1;;2;Alto
110;AI;LOW ;10;M;t10.dist;U;AI;accept;10;10.16;18;1;;2;Alto
110;AI;LOW ;10;M;t11.dist;U;AI;accept;11;10.16;18;1;;2;Alto
110;AI;LOW ;10;M;t12.dist;U;AI;reject;12;10.16;18;1;;2;Alto
111;DI;LOW ;9;M;t1.dist;E;E;reject;1;9.91;8;1;ALTO;3;Alto
111;DI;LOW ;9;M;t2.dist;E;E;accept;2;9.91;8;1;ALTO;3;Alto
111;DI;LOW ;9;M;t3.dist;E;E;accept;3;9.91;8;1;ALTO;3;Alto
111;DI;LOW ;9;M;t4.dist;E;E;accept;4;9.91;8;1;ALTO;3;Alto
111;DI;LOW ;9;M;t5.dist;E;E;reject;5;9.91;8;1;ALTO;3;Alto
111;DI;LOW ;9;M;t6.dist;E;E;accept;6;9.91;8;1;ALTO;3;Alto
111;DI;LOW ;9;M;t7.dist;U;DI;reject;7;9.91;8;1;ALTO;3;Alto
111;DI;LOW ;9;M;t8.dist;U;DI;accept;8;9.91;8;1;ALTO;3;Alto
111;DI;LOW ;9;M;t9.dist;U;DI;reject;9;9.91;8;1;ALTO;3;Alto
111;DI;LOW ;9;M;t10.dist;U;DI;accept;10;9.91;8;1;ALTO;3;Alto
111;DI;LOW ;9;M;t11.dist;U;DI;accept;11;9.91;8;1;ALTO;3;Alto
111;DI;LOW ;9;M;t12.dist;U;DI;reject;12;9.91;8;1;ALTO;3;Alto
112;AI;LOW ;10;M;t1.dist;U;AI;accept;1;10.33;1;2;;1;Alto
112;AI;LOW ;10;M;t2.dist;U;AI;accept;2;10.33;1;2;;1;Bajo
112;AI;LOW ;10;M;t3.dist;U;AI;reject;3;10.33;1;2;;1;Bajo
112;AI;LOW ;10;M;t4.dist;U;AI;accept;4;10.33;1;2;;1;Bajo
112;AI;LOW ;10;M;t5.dist;U;AI;accept;5;10.33;1;2;;1;Bajo
112;AI;LOW ;10;M;t6.dist;U;AI;accept;6;10.33;1;2;;1;Bajo
112;AI;LOW ;10;M;t7.dist;E;E;accept;7;10.33;1;2;;1;Bajo
112;AI;LOW ;10;M;t8.dist;E;E;accept;8;10.33;1;2;;1;Bajo
112;AI;LOW ;10;M;t9.dist;E;E;reject;9;10.33;1;2;;1;Bajo
112;AI;LOW ;10;M;t10.dist;E;E;reject;10;10.33;1;2;;1;Bajo
112;AI;LOW ;10;M;t11.dist;E;E;accept;11;10.33;1;2;;1;Bajo
112;AI;LOW ;10;M;t12.dist;E;E;accept;12;10.33;1;2;;1;Bajo
113;DI;LOW ;9;M;t1.dist;U;DI;accept;1;9.5;27;2;MEDIO;3;Bajo
113;DI;LOW ;9;M;t2.dist;U;DI;reject;2;9.5;27;2;MEDIO;3;Medio
113;DI;LOW ;9;M;t3.dist;U;DI;accept;3;9.5;27;2;MEDIO;3;Medio
113;DI;LOW ;9;M;t4.dist;U;DI;reject;4;9.5;27;2;MEDIO;3;Medio
113;DI;LOW ;9;M;t5.dist;U;DI;accept;5;9.5;27;2;MEDIO;3;Medio
113;DI;LOW ;9;M;t6.dist;U;DI;accept;6;9.5;27;2;MEDIO;3;Medio
113;DI;LOW ;9;M;t7.dist;E;E;reject;7;9.5;27;2;MEDIO;3;Medio
113;DI;LOW ;9;M;t8.dist;E;E;reject;8;9.5;27;2;MEDIO;3;Medio
113;DI;LOW ;9;M;t9.dist;E;E;accept;9;9.5;27;2;MEDIO;3;Medio
113;DI;LOW ;9;M;t10.dist;E;E;accept;10;9.5;27;2;MEDIO;3;Medio
113;DI;LOW ;9;M;t11.dist;E;E;reject;11;9.5;27;2;MEDIO;3;Medio
113;DI;LOW ;9;M;t12.dist;E;E;accept;12;9.5;27;2;MEDIO;3;Medio
114;AI;LOW ;10;M;t1.dist;E;E;accept;1;10.25;1;1;BAJO;3;Medio
114;AI;LOW ;10;M;t2.dist;E;E;accept;2;10.25;1;1;BAJO;3;Medio
114;AI;LOW ;10;M;t3.dist;E;E;accept;3;10.25;1;1;BAJO;3;Medio
114;AI;LOW ;10;M;t4.dist;E;E;accept;4;10.25;1;1;BAJO;3;Medio
114;AI;LOW ;10;M;t5.dist;E;E;reject;5;10.25;1;1;BAJO;3;Medio
114;AI;LOW ;10;M;t6.dist;E;E;accept;6;10.25;1;1;BAJO;3;Medio
114;AI;LOW ;10;M;t7.dist;U;AI;accept;7;10.25;1;1;BAJO;3;Medio
114;AI;LOW ;10;M;t8.dist;U;AI;accept;8;10.25;1;1;BAJO;3;Medio
114;AI;LOW ;10;M;t9.dist;U;AI;accept;9;10.25;1;1;BAJO;3;Medio
114;AI;LOW ;10;M;t10.dist;U;AI;accept;10;10.25;1;1;BAJO;3;Medio
114;AI;LOW ;10;M;t11.dist;U;AI;accept;11;10.25;1;1;BAJO;3;Medio
114;AI;LOW ;10;M;t12.dist;U;AI;accept;12;10.25;1;1;BAJO;3;Medio
116;DI;LOW ;10;M;t1.dist;U;DI;reject;1;10.91;9;2;ALTO;2;Medio
116;DI;LOW ;10;M;t2.dist;U;DI;accept;2;10.91;9;2;ALTO;2;Alto
116;DI;LOW ;10;M;t3.dist;U;DI;reject;3;10.91;9;2;ALTO;2;Alto
116;DI;LOW ;10;M;t4.dist;U;DI;accept;4;10.91;9;2;ALTO;2;Alto
116;DI;LOW ;10;M;t5.dist;U;DI;reject;5;10.91;9;2;ALTO;2;Alto
116;DI;LOW ;10;M;t6.dist;U;DI;accept;6;10.91;9;2;ALTO;2;Alto
116;DI;LOW ;10;M;t7.dist;E;E;accept;7;10.91;9;2;ALTO;2;Alto
116;DI;LOW ;10;M;t8.dist;E;E;accept;8;10.91;9;2;ALTO;2;Alto
116;DI;LOW ;10;M;t9.dist;E;E;accept;9;10.91;9;2;ALTO;2;Alto
116;DI;LOW ;10;M;t10.dist;E;E;accept;10;10.91;9;2;ALTO;2;Alto
116;DI;LOW ;10;M;t11.dist;E;E;accept;11;10.91;9;2;ALTO;2;Alto
116;DI;LOW ;10;M;t12.dist;E;E;;12;10.91;9;2;ALTO;2;Alto
117;AI;LOW ;10;M;t1.dist;E;E;accept;1;10.75;37;1;BAJO;2;Alto
117;AI;LOW ;10;M;t2.dist;E;E;accept;2;10.75;37;1;BAJO;2;Alto
117;AI;LOW ;10;M;t3.dist;E;E;reject;3;10.75;37;1;BAJO;2;Alto
117;AI;LOW ;10;M;t4.dist;E;E;reject;4;10.75;37;1;BAJO;2;Alto
117;AI;LOW ;10;M;t5.dist;E;E;reject;5;10.75;37;1;BAJO;2;Alto
117;AI;LOW ;10;M;t6.dist;E;E;accept;6;10.75;37;1;BAJO;2;Alto
117;AI;LOW ;10;M;t7.dist;U;AI;reject;7;10.75;37;1;BAJO;2;Alto
117;AI;LOW ;10;M;t8.dist;U;AI;reject;8;10.75;37;1;BAJO;2;Alto
117;AI;LOW ;10;M;t9.dist;U;AI;reject;9;10.75;37;1;BAJO;2;Alto
117;AI;LOW ;10;M;t10.dist;U;AI;reject;10;10.75;37;1;BAJO;2;Alto
117;AI;LOW ;10;M;t11.dist;U;AI;reject;11;10.75;37;1;BAJO;2;Alto
117;AI;LOW ;10;M;t12.dist;U;AI;reject;12;10.75;37;1;BAJO;2;Alto
118;AI;LOW ;10;F;t1.dist;E;E;accept;1;10.5;1;1;BAJO;3;Alto
118;AI;LOW ;10;F;t2.dist;E;E;reject;2;10.5;1;1;BAJO;3;Bajo
118;AI;LOW ;10;F;t3.dist;E;E;accept;3;10.5;1;1;BAJO;3;Bajo
118;AI;LOW ;10;F;t4.dist;E;E;reject;4;10.5;1;1;BAJO;3;Bajo
118;AI;LOW ;10;F;t5.dist;E;E;accept;5;10.5;1;1;BAJO;3;Bajo
118;AI;LOW ;10;F;t6.dist;E;E;accept;6;10.5;1;1;BAJO;3;Bajo
118;AI;LOW ;10;F;t7.dist;U;AI;reject;7;10.5;1;1;BAJO;3;Bajo
118;AI;LOW ;10;F;t8.dist;U;AI;accept;8;10.5;1;1;BAJO;3;Bajo
118;AI;LOW ;10;F;t9.dist;U;AI;accept;9;10.5;1;1;BAJO;3;Bajo
118;AI;LOW ;10;F;t10.dist;U;AI;reject;10;10.5;1;1;BAJO;3;Bajo
118;AI;LOW ;10;F;t11.dist;U;AI;accept;11;10.5;1;1;BAJO;3;Bajo
118;AI;LOW ;10;F;t12.dist;U;AI;accept;12;10.5;1;1;BAJO;3;Bajo
119;DI;LOW ;10;F;t1.dist;E;E;accept;1;10.33;23;1;ALTO;3;Alto
119;DI;LOW ;10;F;t2.dist;E;E;reject;2;10.33;23;1;ALTO;3;Alto
119;DI;LOW ;10;F;t3.dist;E;E;accept;3;10.33;23;1;ALTO;3;Alto
119;DI;LOW ;10;F;t4.dist;E;E;accept;4;10.33;23;1;ALTO;3;Alto
119;DI;LOW ;10;F;t5.dist;E;E;reject;5;10.33;23;1;ALTO;3;Alto
119;DI;LOW ;10;F;t6.dist;E;E;accept;6;10.33;23;1;ALTO;3;Alto
119;DI;LOW ;10;F;t7.dist;U;DI;reject;7;10.33;23;1;ALTO;3;Alto
119;DI;LOW ;10;F;t8.dist;U;DI;reject;8;10.33;23;1;ALTO;3;Alto
119;DI;LOW ;10;F;t9.dist;U;DI;reject;9;10.33;23;1;ALTO;3;Alto
119;DI;LOW ;10;F;t10.dist;U;DI;reject;10;10.33;23;1;ALTO;3;Alto
119;DI;LOW ;10;F;t11.dist;U;DI;reject;11;10.33;23;1;ALTO;3;Alto
119;DI;LOW ;10;F;t12.dist;U;DI;accept;12;10.33;23;1;ALTO;3;Alto
120;AI;LOW ;10;F;t1.dist;U;AI;reject;1;10.33;55;2;ALTO;3;Medio
120;AI;LOW ;10;F;t2.dist;U;AI;reject;2;10.33;55;2;ALTO;3;Medio
120;AI;LOW ;10;F;t3.dist;U;AI;reject;3;10.33;55;2;ALTO;3;Medio
120;AI;LOW ;10;F;t4.dist;U;AI;accept;4;10.33;55;2;ALTO;3;Medio
120;AI;LOW ;10;F;t5.dist;U;AI;reject;5;10.33;55;2;ALTO;3;Medio
120;AI;LOW ;10;F;t6.dist;U;AI;reject;6;10.33;55;2;ALTO;3;Medio
120;AI;LOW ;10;F;t7.dist;E;E;accept;7;10.33;55;2;ALTO;3;Medio
120;AI;LOW ;10;F;t8.dist;E;E;accept;8;10.33;55;2;ALTO;3;Medio
120;AI;LOW ;10;F;t9.dist;E;E;accept;9;10.33;55;2;ALTO;3;Medio
120;AI;LOW ;10;F;t10.dist;E;E;accept;10;10.33;55;2;ALTO;3;Medio
120;AI;LOW ;10;F;t11.dist;E;E;accept;11;10.33;55;2;ALTO;3;Medio
120;AI;LOW ;10;F;t12.dist;E;E;accept;12;10.33;55;2;ALTO;3;Medio
121;DI;LOW ;10;F;t1.dist;U;DI;accept;1;10.25;55;2;ALTO;3;Medio
121;DI;LOW ;10;F;t2.dist;U;DI;reject;2;10.25;55;2;ALTO;3;Medio
121;DI;LOW ;10;F;t3.dist;U;DI;accept;3;10.25;55;2;ALTO;3;Medio
121;DI;LOW ;10;F;t4.dist;U;DI;accept;4;10.25;55;2;ALTO;3;Medio
121;DI;LOW ;10;F;t5.dist;U;DI;reject;5;10.25;55;2;ALTO;3;Medio
121;DI;LOW ;10;F;t6.dist;U;DI;accept;6;10.25;55;2;ALTO;3;Medio
121;DI;LOW ;10;F;t7.dist;E;E;accept;7;10.25;55;2;ALTO;3;Medio
121;DI;LOW ;10;F;t8.dist;E;E;accept;8;10.25;55;2;ALTO;3;Medio
121;DI;LOW ;10;F;t9.dist;E;E;accept;9;10.25;55;2;ALTO;3;Medio
121;DI;LOW ;10;F;t10.dist;E;E;accept;10;10.25;55;2;ALTO;3;Medio
121;DI;LOW ;10;F;t11.dist;E;E;accept;11;10.25;55;2;ALTO;3;Medio
121;DI;LOW ;10;F;t12.dist;E;E;reject;12;10.25;55;2;ALTO;3;Medio
122;DI;LOW ;11;F;t1.dist;U;DI;accept;1;11.08;32;2;BAJO;3;Alto
122;DI;LOW ;11;F;t2.dist;U;DI;accept;2;11.08;32;2;BAJO;3;Alto
122;DI;LOW ;11;F;t3.dist;U;DI;reject;3;11.08;32;2;BAJO;3;Alto
122;DI;LOW ;11;F;t4.dist;U;DI;accept;4;11.08;32;2;BAJO;3;Alto
122;DI;LOW ;11;F;t5.dist;U;DI;accept;5;11.08;32;2;BAJO;3;Alto
122;DI;LOW ;11;F;t6.dist;U;DI;reject;6;11.08;32;2;BAJO;3;Alto
122;DI;LOW ;11;F;t7.dist;E;E;accept;7;11.08;32;2;BAJO;3;Alto
122;DI;LOW ;11;F;t8.dist;E;E;accept;8;11.08;32;2;BAJO;3;Alto
122;DI;LOW ;11;F;t9.dist;E;E;reject;9;11.08;32;2;BAJO;3;Alto
122;DI;LOW ;11;F;t10.dist;E;E;accept;10;11.08;32;2;BAJO;3;Alto
122;DI;LOW ;11;F;t11.dist;E;E;accept;11;11.08;32;2;BAJO;3;Alto
122;DI;LOW ;11;F;t12.dist;E;E;accept;12;11.08;32;2;BAJO;3;Alto
123;AI;LOW ;10;F;t1.dist;U;AI;reject;1;10.91;10;2;BAJO;2;Medio
123;AI;LOW ;10;F;t2.dist;U;AI;accept;2;10.91;10;2;BAJO;2;Medio
123;AI;LOW ;10;F;t3.dist;U;AI;accept;3;10.91;10;2;BAJO;2;Medio
123;AI;LOW ;10;F;t4.dist;U;AI;reject;4;10.91;10;2;BAJO;2;Medio
123;AI;LOW ;10;F;t5.dist;U;AI;reject;5;10.91;10;2;BAJO;2;Medio
123;AI;LOW ;10;F;t6.dist;U;AI;accept;6;10.91;10;2;BAJO;2;Medio
123;AI;LOW ;10;F;t7.dist;E;E;reject;7;10.91;10;2;BAJO;2;Medio
123;AI;LOW ;10;F;t8.dist;E;E;accept;8;10.91;10;2;BAJO;2;Medio
123;AI;LOW ;10;F;t9.dist;E;E;accept;9;10.91;10;2;BAJO;2;Medio
123;AI;LOW ;10;F;t10.dist;E;E;reject;10;10.91;10;2;BAJO;2;Medio
123;AI;LOW ;10;F;t11.dist;E;E;reject;11;10.91;10;2;BAJO;2;Medio
123;AI;LOW ;10;F;t12.dist;E;E;accept;12;10.91;10;2;BAJO;2;Medio
124;AI;LOW ;8;F;t1.dist;E;E;reject;1;8.58;5;1;BAJO;3;Medio
124;AI;LOW ;8;F;t2.dist;E;E;accept;2;8.58;5;1;BAJO;3;Medio
124;AI;LOW ;8;F;t3.dist;E;E;accept;3;8.58;5;1;BAJO;3;Medio
124;AI;LOW ;8;F;t4.dist;E;E;accept;4;8.58;5;1;BAJO;3;Medio
124;AI;LOW ;8;F;t5.dist;E;E;accept;5;8.58;5;1;BAJO;3;Medio
124;AI;LOW ;8;F;t6.dist;E;E;accept;6;8.58;5;1;BAJO;3;Medio
124;AI;LOW ;8;F;t7.dist;U;AI;reject;7;8.58;5;1;BAJO;3;Medio
124;AI;LOW ;8;F;t8.dist;U;AI;accept;8;8.58;5;1;BAJO;3;Medio
124;AI;LOW ;8;F;t9.dist;U;AI;accept;9;8.58;5;1;BAJO;3;Medio
124;AI;LOW ;8;F;t10.dist;U;AI;accept;10;8.58;5;1;BAJO;3;Medio
124;AI;LOW ;8;F;t11.dist;U;AI;accept;11;8.58;5;1;BAJO;3;Medio
124;AI;LOW ;8;F;t12.dist;U;AI;accept;12;8.58;5;1;BAJO;3;Medio
125;AI;LOW ;9;M;t1.dist;E;E;accept;1;9.25;18;1;MEDIO;2;Bajo
125;AI;LOW ;9;M;t2.dist;E;E;accept;2;9.25;18;1;MEDIO;2;Bajo
125;AI;LOW ;9;M;t3.dist;E;E;reject;3;9.25;18;1;MEDIO;2;Bajo
125;AI;LOW ;9;M;t4.dist;E;E;accept;4;9.25;18;1;MEDIO;2;Bajo
125;AI;LOW ;9;M;t5.dist;E;E;reject;5;9.25;18;1;MEDIO;2;Bajo
125;AI;LOW ;9;M;t6.dist;E;E;reject;6;9.25;18;1;MEDIO;2;Bajo
125;AI;LOW ;9;M;t7.dist;U;AI;accept;7;9.25;18;1;MEDIO;2;Bajo
125;AI;LOW ;9;M;t8.dist;U;AI;accept;8;9.25;18;1;MEDIO;2;Bajo
125;AI;LOW ;9;M;t9.dist;U;AI;accept;9;9.25;18;1;MEDIO;2;Bajo
125;AI;LOW ;9;M;t10.dist;U;AI;accept;10;9.25;18;1;MEDIO;2;Bajo
125;AI;LOW ;9;M;t11.dist;U;AI;reject;11;9.25;18;1;MEDIO;2;Bajo
125;AI;LOW ;9;M;t12.dist;U;AI;accept;12;9.25;18;1;MEDIO;2;Bajo
126;DI;LOW ;7;M;t1.dist;E;E;accept;1;7.75;9;1;ALTO;3;Medio
126;DI;LOW ;7;M;t2.dist;E;E;accept;2;7.75;9;1;ALTO;3;Medio
126;DI;LOW ;7;M;t3.dist;E;E;accept;3;7.75;9;1;ALTO;3;Medio
126;DI;LOW ;7;M;t4.dist;E;E;accept;4;7.75;9;1;ALTO;3;Medio
126;DI;LOW ;7;M;t5.dist;E;E;reject;5;7.75;9;1;ALTO;3;Medio
126;DI;LOW ;7;M;t6.dist;E;E;accept;6;7.75;9;1;ALTO;3;Medio
126;DI;LOW ;7;M;t7.dist;U;DI;reject;7;7.75;9;1;ALTO;3;Medio
126;DI;LOW ;7;M;t8.dist;U;DI;reject;8;7.75;9;1;ALTO;3;Medio
126;DI;LOW ;7;M;t9.dist;U;DI;reject;9;7.75;9;1;ALTO;3;Medio
126;DI;LOW ;7;M;t10.dist;U;DI;accept;10;7.75;9;1;ALTO;3;Medio
126;DI;LOW ;7;M;t11.dist;U;DI;accept;11;7.75;9;1;ALTO;3;Medio
126;DI;LOW ;7;M;t12.dist;U;DI;reject;12;7.75;9;1;ALTO;3;Medio
127;AI;LOW ;7;M;t1.dist;U;AI;accept;1;7.66;4;2;;; 
127;AI;LOW ;7;M;t2.dist;U;AI;reject;2;7.66;4;2;;; 
127;AI;LOW ;7;M;t3.dist;U;AI;reject;3;7.66;4;2;;; 
127;AI;LOW ;7;M;t4.dist;U;AI;accept;4;7.66;4;2;;; 
127;AI;LOW ;7;M;t5.dist;U;AI;reject;5;7.66;4;2;;; 
127;AI;LOW ;7;M;t6.dist;U;AI;accept;6;7.66;4;2;;; 
127;AI;LOW ;7;M;t7.dist;E;E;accept;7;7.66;4;2;;; 
127;AI;LOW ;7;M;t8.dist;E;E;accept;8;7.66;4;2;;; 
127;AI;LOW ;7;M;t9.dist;E;E;accept;9;7.66;4;2;;; 
127;AI;LOW ;7;M;t10.dist;E;E;accept;10;7.66;4;2;;; 
127;AI;LOW ;7;M;t11.dist;E;E;accept;11;7.66;4;2;;; 
127;AI;LOW ;7;M;t12.dist;E;E;accept;12;7.66;4;2;;; 
128;DI;LOW ;7;M;t1.dist;U;DI;reject;1;7.08;63;2;ALTO;;Alto
128;DI;LOW ;7;M;t2.dist;U;DI;accept;2;7.08;63;2;ALTO;;Alto
128;DI;LOW ;7;M;t3.dist;U;DI;reject;3;7.08;63;2;ALTO;;Alto
128;DI;LOW ;7;M;t4.dist;U;DI;accept;4;7.08;63;2;ALTO;;Alto
128;DI;LOW ;7;M;t5.dist;U;DI;accept;5;7.08;63;2;ALTO;;Alto
128;DI;LOW ;7;M;t6.dist;U;DI;reject;6;7.08;63;2;ALTO;;Alto
128;DI;LOW ;7;M;t7.dist;E;E;accept;7;7.08;63;2;ALTO;;Alto
128;DI;LOW ;7;M;t8.dist;E;E;accept;8;7.08;63;2;ALTO;;Alto
128;DI;LOW ;7;M;t9.dist;E;E;accept;9;7.08;63;2;ALTO;;Alto
128;DI;LOW ;7;M;t10.dist;E;E;accept;10;7.08;63;2;ALTO;;Alto
128;DI;LOW ;7;M;t11.dist;E;E;accept;11;7.08;63;2;ALTO;;Alto
128;DI;LOW ;7;M;t12.dist;E;E;accept;12;7.08;63;2;ALTO;;Alto
129;DI;LOW ;10;F;t1.dist;U;DI;reject;1;10.58;6;2;MEDIO;3;Bajo
129;DI;LOW ;10;F;t2.dist;U;DI;accept;2;10.58;6;2;MEDIO;3;Bajo
129;DI;LOW ;10;F;t3.dist;U;DI;reject;3;10.58;6;2;MEDIO;3;Bajo
129;DI;LOW ;10;F;t4.dist;U;DI;accept;4;10.58;6;2;MEDIO;3;Bajo
129;DI;LOW ;10;F;t5.dist;U;DI;accept;5;10.58;6;2;MEDIO;3;Bajo
129;DI;LOW ;10;F;t6.dist;U;DI;reject;6;10.58;6;2;MEDIO;3;Bajo
129;DI;LOW ;10;F;t7.dist;E;E;accept;7;10.58;6;2;MEDIO;3;Bajo
129;DI;LOW ;10;F;t8.dist;E;E;accept;8;10.58;6;2;MEDIO;3;Bajo
129;DI;LOW ;10;F;t9.dist;E;E;reject;9;10.58;6;2;MEDIO;3;Bajo
129;DI;LOW ;10;F;t10.dist;E;E;accept;10;10.58;6;2;MEDIO;3;Bajo
129;DI;LOW ;10;F;t11.dist;E;E;accept;11;10.58;6;2;MEDIO;3;Bajo
129;DI;LOW ;10;F;t12.dist;E;E;reject;12;10.58;6;2;MEDIO;3;Bajo
130;AI;LOW ;12;F;t1.dist;U;AI;reject;1;12.16;8;2;ALTO;3;Alto
130;AI;LOW ;12;F;t2.dist;U;AI;reject;2;12.16;8;2;ALTO;3;Alto
130;AI;LOW ;12;F;t3.dist;U;AI;reject;3;12.16;8;2;ALTO;3;Alto
130;AI;LOW ;12;F;t4.dist;U;AI;reject;4;12.16;8;2;ALTO;3;Alto
130;AI;LOW ;12;F;t5.dist;U;AI;reject;5;12.16;8;2;ALTO;3;Alto
130;AI;LOW ;12;F;t6.dist;U;AI;reject;6;12.16;8;2;ALTO;3;Alto
130;AI;LOW ;12;F;t7.dist;E;E;accept;7;12.16;8;2;ALTO;3;Alto
130;AI;LOW ;12;F;t8.dist;E;E;accept;8;12.16;8;2;ALTO;3;Alto
130;AI;LOW ;12;F;t9.dist;E;E;accept;9;12.16;8;2;ALTO;3;Alto
130;AI;LOW ;12;F;t10.dist;E;E;accept;10;12.16;8;2;ALTO;3;Alto
130;AI;LOW ;12;F;t11.dist;E;E;accept;11;12.16;8;2;ALTO;3;Alto
130;AI;LOW ;12;F;t12.dist;E;E;accept;12;12.16;8;2;ALTO;3;Alto
131;DI;LOW ;10;F;t1.dist;E;E;accept;1;10.5;25;1;ALTO;3;Bajo
131;DI;LOW ;10;F;t2.dist;E;E;accept;2;10.5;25;1;ALTO;3;Bajo
131;DI;LOW ;10;F;t3.dist;E;E;accept;3;10.5;25;1;ALTO;3;Bajo
131;DI;LOW ;10;F;t4.dist;E;E;accept;4;10.5;25;1;ALTO;3;Bajo
131;DI;LOW ;10;F;t5.dist;E;E;accept;5;10.5;25;1;ALTO;3;Bajo
131;DI;LOW ;10;F;t6.dist;E;E;accept;6;10.5;25;1;ALTO;3;Bajo
131;DI;LOW ;10;F;t7.dist;U;DI;accept;7;10.5;25;1;ALTO;3;Bajo
131;DI;LOW ;10;F;t8.dist;U;DI;accept;8;10.5;25;1;ALTO;3;Bajo
131;DI;LOW ;10;F;t9.dist;U;DI;accept;9;10.5;25;1;ALTO;3;Bajo
131;DI;LOW ;10;F;t10.dist;U;DI;accept;10;10.5;25;1;ALTO;3;Bajo
131;DI;LOW ;10;F;t11.dist;U;DI;accept;11;10.5;25;1;ALTO;3;Bajo
131;DI;LOW ;10;F;t12.dist;U;DI;accept;12;10.5;25;1;ALTO;3;Bajo
133;DI;LOW ;9;F;t1.dist;E;E;accept;1;9.5;21;1;MEDIO;2;Bajo
133;DI;LOW ;9;F;t2.dist;E;E;reject;2;9.5;21;1;MEDIO;2;Bajo
133;DI;LOW ;9;F;t3.dist;E;E;accept;3;9.5;21;1;MEDIO;2;Bajo
133;DI;LOW ;9;F;t4.dist;E;E;accept;4;9.5;21;1;MEDIO;2;Bajo
133;DI;LOW ;9;F;t5.dist;E;E;reject;5;9.5;21;1;MEDIO;2;Bajo
133;DI;LOW ;9;F;t6.dist;E;E;accept;6;9.5;21;1;MEDIO;2;Bajo
133;DI;LOW ;9;F;t7.dist;U;DI;accept;7;9.5;21;1;MEDIO;2;Bajo
133;DI;LOW ;9;F;t8.dist;U;DI;reject;8;9.5;21;1;MEDIO;2;Bajo
133;DI;LOW ;9;F;t9.dist;U;DI;accept;9;9.5;21;1;MEDIO;2;Bajo
133;DI;LOW ;9;F;t10.dist;U;DI;reject;10;9.5;21;1;MEDIO;2;Bajo
133;DI;LOW ;9;F;t11.dist;U;DI;accept;11;9.5;21;1;MEDIO;2;Bajo
133;DI;LOW ;9;F;t12.dist;U;DI;reject;12;9.5;21;1;MEDIO;2;Bajo
134;AI;LOW ;11;F;t1.dist;U;AI;accept;1;11.25;13;2;ALTO;3;Medio
134;AI;LOW ;11;F;t2.dist;U;AI;accept;2;11.25;13;2;ALTO;3;Medio
134;AI;LOW ;11;F;t3.dist;U;AI;accept;3;11.25;13;2;ALTO;3;Medio
134;AI;LOW ;11;F;t4.dist;U;AI;accept;4;11.25;13;2;ALTO;3;Medio
134;AI;LOW ;11;F;t5.dist;U;AI;accept;5;11.25;13;2;ALTO;3;Medio
134;AI;LOW ;11;F;t6.dist;U;AI;accept;6;11.25;13;2;ALTO;3;Medio
134;AI;LOW ;11;F;t7.dist;E;E;accept;7;11.25;13;2;ALTO;3;Medio
134;AI;LOW ;11;F;t8.dist;E;E;accept;8;11.25;13;2;ALTO;3;Medio
134;AI;LOW ;11;F;t9.dist;E;E;reject;9;11.25;13;2;ALTO;3;Medio
134;AI;LOW ;11;F;t10.dist;E;E;accept;10;11.25;13;2;ALTO;3;Medio
134;AI;LOW ;11;F;t11.dist;E;E;accept;11;11.25;13;2;ALTO;3;Medio
134;AI;LOW ;11;F;t12.dist;E;E;reject;12;11.25;13;2;ALTO;3;Medio
139;DI;LOW ;11;M;t1.dist;E;E;accept;1;11.16;14;1;MEDIO;3;Alto
139;DI;LOW ;11;M;t2.dist;E;E;accept;2;11.16;14;1;MEDIO;3;Alto
139;DI;LOW ;11;M;t3.dist;E;E;accept;3;11.16;14;1;MEDIO;3;Alto
139;DI;LOW ;11;M;t4.dist;E;E;accept;4;11.16;14;1;MEDIO;3;Alto
139;DI;LOW ;11;M;t5.dist;E;E;accept;5;11.16;14;1;MEDIO;3;Alto
139;DI;LOW ;11;M;t6.dist;E;E;accept;6;11.16;14;1;MEDIO;3;Alto
139;DI;LOW ;11;M;t7.dist;U;DI;accept;7;11.16;14;1;MEDIO;3;Alto
139;DI;LOW ;11;M;t8.dist;U;DI;reject;8;11.16;14;1;MEDIO;3;Alto
139;DI;LOW ;11;M;t9.dist;U;DI;accept;9;11.16;14;1;MEDIO;3;Alto
139;DI;LOW ;11;M;t10.dist;U;DI;accept;10;11.16;14;1;MEDIO;3;Alto
